Unnamed: 0.1,Unnamed: 0,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,alcohol,quality
459,5357,2.2,0.074,10.0,47.0,1.0008,9.0,3
1278,6176,2.3,0.075,13.0,81.0,0.99688,9.5,6
800,5698,4.0,0.082,26.0,108.0,0.99641,9.4,5
430,5328,2.1,0.066,6.0,24.0,0.9978,11.0,7
194,5092,2.2,0.071,7.0,28.0,0.9964,9.7,5
1366,6264,1.7,0.094,10.0,45.0,0.99576,9.8,5
320,5218,3.2,0.083,21.0,59.0,0.9989,11.5,7
1152,6050,2.2,0.118,9.0,38.0,0.99616,9.8,5
808,5706,1.9,0.165,4.0,12.0,0.99702,9.2,5
1579,6477,1.7,0.053,24.0,32.0,0.99402,11.3,5
566,5464,2.5,0.226,5.0,15.0,0.9991,9.0,6
1350,6248,2.0,0.069,32.0,73.0,0.99654,10.0,5
484,5382,4.1,0.114,6.0,24.0,0.997,13.4,6
82,4980,2.0,0.086,21.0,73.0,0.997,9.1,5
486,5384,1.9,0.054,6.0,17.0,0.9976,10.0,5
1521,6419,1.9,0.082,9.0,23.0,0.99585,9.05,4
1255,6153,2.4,0.069,26.0,46.0,0.99358,11.0,5
1170,6068,1.6,0.062,5.0,12.0,0.99667,10.5,6
898,5796,2.4,0.078,17.0,43.0,0.99444,12.5,7
843,5741,2.0,0.088,9.0,92.0,0.9963,9.4,5
1283,6181,2.7,0.096,17.0,69.0,0.99734,10.2,6
804,5702,2.7,0.084,4.0,18.0,0.99682,9.9,6
654,5552,2.4,0.074,7.0,29.0,0.9979,9.5,5
980,5878,1.9,0.065,8.0,17.0,0.99774,10.5,6
964,5862,1.9,0.058,18.0,38.0,0.99518,11.1,6
346,5244,2.7,0.072,17.0,34.0,0.9955,12.3,7
1045,5943,1.4,0.07,32.0,38.0,0.99438,11.4,6
728,5626,1.8,0.067,4.0,11.0,0.997,9.5,5
930,5828,1.9,0.08,8.0,25.0,0.99746,10.5,5
457,5355,2.7,0.097,29.0,65.0,0.9988,9.6,5
1154,6052,2.2,0.1,50.0,63.0,0.99544,11.4,6
1053,5951,2.3,0.07,9.0,20.0,0.99426,12.7,7
539,5437,5.15,0.1,5.0,17.0,0.9996,11.2,5
674,5572,2.2,0.084,7.0,17.0,0.9984,9.3,6
799,5697,3.6,0.082,5.0,14.0,0.9987,10.7,6
856,5754,1.5,0.08,41.0,55.0,0.99652,10.9,6
1597,6495,2.0,0.075,32.0,44.0,0.99547,10.2,5
392,5290,2.0,0.082,6.0,26.0,0.998,9.5,5
1244,6142,13.4,0.067,72.0,160.0,0.99721,10.3,6
442,5340,3.7,0.1,6.0,43.0,1.0032,11.2,7
1459,6357,1.7,0.054,7.0,15.0,0.99458,11.9,7
608,5506,5.1,0.11,11.0,65.0,1.0026,10.4,6
1202,6100,1.8,0.068,6.0,12.0,0.99516,11.7,8
1354,6252,2.3,0.077,7.0,28.0,0.99568,10.0,5
590,5488,2.6,0.084,21.0,75.0,0.9987,9.7,5
87,4985,1.9,0.062,9.0,31.0,0.9966,9.6,5
624,5522,5.6,0.124,21.0,58.0,0.9997,10.2,5
809,5707,2.8,0.07,4.0,15.0,0.99693,10.3,6
725,5623,3.0,0.077,5.0,13.0,0.9976,10.4,5
959,5857,2.0,0.089,12.0,32.0,0.99735,10.0,5
1078,5976,6.4,0.08,3.0,8.0,0.99817,11.0,5
249,5147,2.0,0.084,6.0,23.0,0.9983,9.9,6
1237,6135,2.2,0.059,11.0,18.0,0.99242,12.8,6
331,5229,2.9,0.122,10.0,41.0,0.998,12.5,6
334,5232,2.5,0.078,17.0,38.0,0.9963,11.7,7
192,5090,3.8,0.099,16.0,126.0,0.9969,9.5,5
1373,6271,3.8,0.11,34.0,89.0,0.99664,9.3,5
105,5003,2.1,0.077,12.0,65.0,0.9967,9.2,5
1289,6187,4.5,0.068,20.0,110.0,0.99914,10.2,5
1198,6096,2.0,0.052,19.0,77.0,0.9951,10.9,6
714,5612,2.6,0.078,21.0,77.0,0.998,9.8,5
690,5588,4.25,0.097,5.0,14.0,0.9966,10.7,3
101,4999,1.9,0.075,8.0,22.0,0.9959,10.4,6
1018,5916,0.9,0.049,36.0,109.0,0.99007,12.7,6
124,5022,1.6,0.082,21.0,102.0,0.996,9.5,5
1055,5953,2.0,0.095,5.0,77.0,0.99747,9.1,6
1342,6240,1.7,0.085,17.0,31.0,0.99589,10.4,6
1039,5937,2.2,0.088,21.0,39.0,0.99692,11.1,6
899,5797,3.4,0.084,6.0,11.0,0.99892,11.0,3
8,4906,2.0,0.073,9.0,18.0,0.9968,9.5,7
893,5791,2.3,0.078,16.0,86.0,0.99743,9.7,5
1265,6163,2.3,0.081,16.0,36.0,0.99564,10.3,6
1000,5898,2.2,0.062,6.0,12.0,0.99495,11.5,7
591,5489,1.7,0.07,23.0,149.0,0.9922,11.5,6
847,5745,1.8,0.078,12.0,39.0,0.9977,9.9,6
61,4959,1.8,0.115,20.0,112.0,0.9968,9.3,5
1118,6016,2.1,0.065,14.0,24.0,0.99252,13.3,6
716,5614,2.3,0.075,10.0,48.0,0.9976,9.4,5
436,5334,2.0,0.06,38.0,62.0,0.9958,10.2,6
1474,6372,13.8,0.205,48.0,82.0,1.00242,8.8,5
1370,6268,1.7,0.415,12.0,66.0,0.99623,9.2,5
14,4912,3.8,0.176,52.0,145.0,0.9986,9.2,5
119,5017,1.8,0.097,22.0,89.0,0.9959,9.2,6
1002,5900,2.05,0.063,13.0,27.0,0.99516,11.7,7
317,5215,2.9,0.082,30.0,74.0,0.99865,10.4,6
989,5887,1.5,0.073,14.0,21.0,0.99556,10.9,6
854,5752,1.5,0.08,41.0,55.0,0.99652,10.9,6
978,5876,3.6,0.061,9.0,29.0,0.99416,11.3,7
343,5241,1.8,0.118,6.0,14.0,0.9982,9.8,6
77,4975,2.4,0.104,14.0,30.0,0.9966,10.7,6
765,5663,3.0,0.091,12.0,48.0,0.99888,9.5,6
1325,6223,1.7,0.077,18.0,34.0,0.9948,10.6,6
1489,6387,2.1,0.048,4.0,11.0,0.99448,10.8,6
1102,6000,1.7,0.078,18.0,30.0,0.99402,11.2,6
1256,6154,1.8,0.082,43.0,60.0,0.99499,9.2,5
761,5659,2.0,0.096,5.0,35.0,0.99738,9.6,5
1544,6442,2.3,0.063,12.0,19.0,0.9955,11.2,7
544,5442,1.8,0.075,6.0,15.0,1.0008,8.4,6
945,5843,2.0,0.071,7.0,20.0,0.99566,11.1,7
908,5806,2.4,0.078,34.0,61.0,0.99528,10.8,6
678,5576,2.6,0.081,45.0,87.0,0.9983,10.0,5
1576,6474,1.6,0.081,16.0,29.0,0.99588,10.8,6
497,5395,2.5,0.09,43.0,113.0,0.9966,11.1,5
570,5468,3.3,0.07,10.0,37.0,1.0003,11.0,6
1450,6348,2.0,0.062,15.0,28.0,0.9947,11.3,7
426,5324,2.1,0.045,19.0,48.0,0.9949,11.4,6
1589,6487,7.8,0.073,29.0,79.0,0.9977,9.2,5
1340,6238,1.7,0.084,13.0,31.0,0.99538,10.5,6
245,5143,2.0,0.084,6.0,23.0,0.9983,9.9,6
1321,6219,1.2,0.041,16.0,46.0,0.99258,12.5,6
1234,6132,2.2,0.059,11.0,18.0,0.99242,12.8,6
68,4966,2.0,0.074,27.0,65.0,0.9969,10.7,5
1222,6120,2.2,0.078,33.0,89.0,0.99678,9.6,6
977,5875,2.6,0.109,31.0,119.0,0.99801,9.1,5
743,5641,2.8,0.096,25.0,101.0,1.00024,10.0,5
1228,6126,1.8,0.044,18.0,88.0,0.99157,13.6,7
1508,6406,2.1,0.074,17.0,25.0,0.99814,10.6,6
694,5592,2.7,0.084,24.0,125.0,0.9984,9.4,5
713,5611,2.3,0.075,10.0,48.0,0.9976,9.4,5
1189,6087,1.8,0.075,5.0,19.0,0.99616,9.6,4
942,5840,2.6,0.092,13.0,52.0,0.99834,10.0,7
823,5721,2.0,0.076,15.0,36.0,0.9973,9.8,5
668,5566,2.3,0.059,15.0,31.0,0.9966,11.0,5
839,5737,2.2,0.092,13.0,26.0,0.99647,10.0,5
731,5629,3.45,0.088,4.0,14.0,0.9994,11.5,5
580,5478,2.2,0.089,5.0,14.0,1.0002,9.6,5
878,5776,4.0,0.094,30.0,69.0,0.99787,10.0,6
123,5021,2.6,0.08,11.0,34.0,0.9976,9.5,5
1545,6443,1.8,0.059,16.0,28.0,0.99531,10.1,6
400,5298,7.9,0.122,68.0,124.0,0.9994,9.9,5
1538,6436,2.5,0.081,15.0,26.0,0.99538,12.0,5
282,5180,3.0,0.067,12.0,53.0,0.9971,9.1,5
979,5877,1.4,0.075,3.0,6.0,0.9969,10.4,5
1097,5995,1.5,0.096,5.0,18.0,0.99666,9.4,5
1326,6224,1.7,0.077,18.0,34.0,0.9948,10.6,6
1436,6334,1.6,0.169,27.0,90.0,0.99914,8.5,5
45,4943,2.1,0.054,8.0,65.0,0.9934,13.1,4
1304,6202,2.3,0.087,21.0,68.0,0.9955,9.2,5
32,4930,2.3,0.083,15.0,113.0,0.9966,9.8,5
1360,6258,2.3,0.112,11.0,38.0,0.99699,10.9,5
737,5635,2.5,0.093,19.0,58.0,1.0002,9.3,6
1107,6005,2.0,0.068,10.0,24.0,0.99523,11.7,7
825,5723,2.8,0.076,15.0,37.0,0.99624,10.7,5
1235,6133,12.9,0.054,6.0,113.0,0.99572,11.5,4
957,5855,2.0,0.088,12.0,51.0,0.99613,11.1,6
353,5251,4.8,0.12,23.0,77.0,1.0018,13.0,5
938,5836,2.8,0.068,23.0,42.0,0.99356,12.9,7
1042,5940,2.2,0.088,21.0,39.0,0.99692,11.1,6
584,5482,3.4,0.093,54.0,80.0,1.0002,10.7,7
309,5207,1.7,0.062,9.0,30.0,0.9968,9.5,6
1344,6242,2.6,0.077,8.0,20.0,0.99852,11.0,5
348,5246,2.8,0.089,15.0,46.0,0.9979,10.0,6
617,5515,2.2,0.079,14.0,28.0,0.9982,9.8,6
685,5583,2.6,0.059,5.0,15.0,0.997,11.3,5
709,5607,1.6,0.062,13.0,33.0,0.9983,10.0,6
986,5884,1.4,0.066,3.0,7.0,0.9947,11.4,7
835,5733,1.5,0.066,27.0,55.0,0.99655,9.3,5
421,5319,2.3,0.059,32.0,48.0,0.9952,12.3,7
196,5094,2.4,0.074,15.0,55.0,0.9968,10.2,5
1404,6302,2.6,0.082,12.0,46.0,0.9985,10.7,6
1174,6072,1.7,0.079,26.0,65.0,0.99716,9.5,6
1430,6328,1.8,0.066,18.0,47.0,0.9956,10.4,5
812,5710,2.5,0.099,20.0,38.0,0.99818,10.8,5
444,5342,1.7,0.054,5.0,27.0,0.9934,12.5,7
139,5037,2.0,0.081,17.0,108.0,0.9962,9.5,5
1526,6424,2.2,0.064,18.0,38.0,0.99553,9.6,6
1567,6465,2.0,0.076,12.0,20.0,0.99546,10.1,5
992,5890,2.0,0.076,30.0,47.0,0.99554,9.4,6
361,5259,2.6,0.086,21.0,50.0,0.9982,9.9,6
526,5424,2.5,0.088,39.0,106.0,0.9966,11.0,5
402,5300,2.6,0.085,19.0,64.0,1.0,10.5,6
366,5264,5.8,0.083,7.0,42.0,1.0022,10.0,7
513,5411,2.4,0.107,6.0,15.0,0.9973,11.8,7
927,5825,2.2,0.093,11.0,75.0,0.99736,9.2,4
1121,6019,1.8,0.062,21.0,28.0,0.99352,12.3,6
1105,6003,2.1,0.048,13.0,49.0,0.99374,12.8,5
332,5230,3.2,0.066,21.0,114.0,0.9973,9.4,6
144,5042,1.8,0.05,27.0,63.0,0.9916,14.0,6
49,4947,1.4,0.074,12.0,96.0,0.9954,9.2,5
407,5305,3.0,0.093,12.0,30.0,0.9996,10.8,7
369,5267,2.4,0.074,6.0,18.0,0.9962,12.0,7
1444,6342,2.2,0.072,31.0,92.0,0.99566,11.1,6
89,4987,1.8,0.076,8.0,24.0,0.9978,9.0,5
891,5789,2.3,0.078,16.0,86.0,0.99743,9.7,5
572,5470,2.4,0.075,10.0,28.0,0.9978,10.4,5
399,5297,2.3,0.064,9.0,42.0,0.9963,9.4,5
1223,6121,2.2,0.074,9.0,23.0,0.99638,12.0,6
1379,6277,2.6,0.077,11.0,35.0,0.99557,10.8,6
670,5568,2.5,0.083,30.0,45.0,0.9959,10.0,5
623,5521,2.9,0.077,21.0,45.0,0.9974,12.1,6
781,5679,2.4,0.114,9.0,37.0,0.99732,9.8,5
9,4907,6.1,0.071,17.0,102.0,0.9978,10.5,5
1108,6006,3.3,0.09,4.0,13.0,0.99855,9.5,5
829,5727,2.1,0.071,16.0,24.0,0.99376,11.1,6
710,5608,2.8,0.08,21.0,84.0,0.9985,10.1,5
112,5010,2.2,0.085,14.0,111.0,0.9964,9.8,5
502,5400,6.55,0.074,38.0,76.0,0.999,12.0,7
177,5075,2.3,0.087,8.0,38.0,0.9972,10.5,6
880,5778,1.6,0.078,10.0,21.0,0.99576,9.9,5
1089,5987,1.5,0.095,22.0,41.0,0.99735,9.9,7
54,4952,2.8,0.11,33.0,73.0,0.9955,10.2,6
873,5771,1.6,0.067,6.0,10.0,0.99552,11.1,7
72,4970,1.9,0.084,18.0,94.0,0.9961,9.5,5
339,5237,2.3,0.082,12.0,29.0,0.9997,9.8,7
956,5854,2.1,0.111,5.0,10.0,0.99568,11.3,6
771,5669,2.4,0.082,23.0,143.0,0.9978,9.4,5
877,5775,2.1,0.064,31.0,43.0,0.99371,11.8,6
365,5263,3.4,0.107,7.0,21.0,0.9979,11.8,6
583,5481,1.9,0.074,10.0,21.0,0.9976,9.9,7
1049,5947,1.8,0.084,6.0,17.0,0.99704,10.8,6
255,5153,3.2,0.073,17.0,119.0,0.99675,9.3,5
311,5209,2.0,0.072,15.0,105.0,0.996,9.4,6
994,5892,2.5,0.092,20.0,88.0,0.99918,9.4,5
352,5250,2.4,0.09,8.0,19.0,0.9974,9.3,5
1551,6449,2.3,0.083,18.0,27.0,0.99768,9.4,5
1034,5932,2.5,0.077,15.0,48.0,0.99739,9.7,6
1272,6170,1.9,0.077,25.0,44.0,0.99385,11.2,5
925,5823,1.9,0.064,53.0,77.0,0.99604,11.0,7
1550,6448,2.3,0.087,17.0,26.0,0.99783,9.5,5
1519,6417,2.6,0.106,14.0,27.0,0.99665,10.2,5
1227,6125,2.0,0.104,8.0,21.0,0.99769,9.6,5
241,5139,2.1,0.093,6.0,24.0,0.99925,10.9,6
903,5801,6.0,0.06,11.0,18.0,0.9962,10.8,7
1563,6461,2.0,0.076,12.0,20.0,0.99546,10.1,5
131,5029,2.3,0.049,17.0,99.0,0.9937,13.0,5
3,4901,1.9,0.075,17.0,60.0,0.998,9.8,6
179,5077,2.4,0.067,10.0,42.0,0.9969,9.5,5
1008,5906,3.6,0.11,12.0,24.0,0.99549,12.0,7
1159,6057,2.2,0.11,11.0,37.0,0.99728,10.8,5
796,5694,2.5,0.126,24.0,64.0,0.99746,9.6,5
76,4974,2.2,0.093,9.0,42.0,0.9986,10.5,5
447,5345,2.1,0.127,6.0,16.0,0.9968,11.2,5
1414,6312,2.2,0.077,3.0,15.0,0.9994,9.6,5
520,5418,2.7,0.088,15.0,33.0,0.9982,10.0,6
233,5131,2.6,0.081,10.0,37.0,0.99685,11.0,5
745,5643,2.1,0.07,12.0,28.0,0.99768,9.5,6
1523,6421,2.0,0.076,29.0,61.0,0.9953,10.4,5
22,4920,1.6,0.106,10.0,37.0,0.9966,9.5,5
410,5308,2.5,0.08,26.0,86.0,0.9987,9.5,6
19,4917,1.8,0.341,17.0,56.0,0.9969,9.2,6
688,5586,1.6,0.039,4.0,9.0,0.9962,9.4,5
990,5888,1.7,0.097,19.0,27.0,0.99596,9.4,5
774,5672,1.8,0.157,2.0,45.0,0.99727,9.5,6
651,5549,2.5,0.104,35.0,155.0,1.001,11.2,5
298,5196,2.3,0.094,5.0,31.0,0.9993,9.7,5
666,5564,1.8,0.222,6.0,16.0,0.998,9.5,6
43,4941,2.2,0.069,9.0,23.0,0.9968,10.3,5
816,5714,3.2,0.081,8.0,30.0,0.9984,10.5,6
1392,6290,1.3,0.07,5.0,12.0,0.9942,9.8,5
815,5713,2.5,0.099,20.0,38.0,0.99818,10.8,5
697,5595,2.1,0.066,8.0,25.0,0.9972,9.5,6
46,4944,2.2,0.114,22.0,114.0,0.997,9.2,5
974,5872,5.9,0.073,7.0,13.0,0.99658,12.1,7
620,5518,3.4,0.076,16.0,112.0,0.9976,9.4,5
15,4913,3.9,0.17,51.0,148.0,0.9986,9.2,5
1267,6165,2.3,0.068,13.0,19.0,0.996,11.4,6
178,5076,2.5,0.068,7.0,20.0,0.9969,9.6,5
1221,6119,1.8,0.132,17.0,44.0,0.99734,11.5,6
405,5303,1.4,0.059,11.0,25.0,0.9966,10.1,6
335,5233,3.4,0.128,7.0,21.0,0.9992,12.2,7
739,5637,2.4,0.088,19.0,38.0,0.999,9.3,5
650,5548,2.2,0.106,8.0,32.0,0.9986,9.6,5
1478,6376,5.7,0.082,3.0,14.0,0.99808,10.2,3
819,5717,3.2,0.097,9.0,59.0,0.99976,9.6,5
528,5426,2.6,0.084,32.0,55.0,0.9988,8.7,6
1103,6001,2.1,0.071,14.0,25.0,0.99388,12.0,6
1077,5975,6.4,0.08,3.0,8.0,0.99817,11.0,5
236,5134,1.9,0.097,14.0,38.0,0.99675,9.0,6
886,5784,2.4,0.083,8.0,28.0,0.99836,10.4,6
895,5793,2.3,0.08,27.0,43.0,0.9955,10.7,6
456,5354,2.3,0.095,5.0,22.0,0.9986,10.3,5
340,5238,2.4,0.066,10.0,21.0,1.0,9.2,6
1171,6069,2.2,0.078,26.0,44.0,0.99522,10.8,6
780,5678,2.0,0.19,12.0,45.0,0.99676,9.4,6
863,5761,2.5,0.078,17.0,84.0,0.99746,9.7,5
1142,6040,2.4,0.043,6.0,12.0,0.99354,11.4,6
1572,6470,2.2,0.069,35.0,104.0,0.99632,9.5,5
649,5547,8.6,0.068,24.0,148.0,0.9948,11.3,6
297,5195,2.0,0.083,8.0,29.0,0.99855,9.6,5
515,5413,6.1,0.122,34.0,151.0,1.001,9.3,5
1381,6279,1.8,0.074,4.0,25.0,0.99534,9.6,5
1029,5927,1.8,0.088,12.0,18.0,0.99568,10.5,7
17,4915,1.7,0.368,16.0,56.0,0.9968,9.3,5
652,5550,7.5,0.096,22.0,71.0,0.9976,14.9,5
760,5658,2.8,0.075,9.0,104.0,0.99779,9.7,5
1562,6460,2.0,0.076,12.0,20.0,0.99546,10.1,5
97,4995,2.0,0.07,3.0,22.0,0.9963,9.2,5
170,5068,1.8,0.058,4.0,8.0,0.9972,9.1,4
673,5571,1.7,0.074,5.0,13.0,0.9968,9.5,5
215,5113,5.6,0.06,26.0,121.0,0.9974,10.5,5
256,5154,2.2,0.075,5.0,13.0,0.998,9.2,5
246,5144,1.9,0.075,16.0,51.0,0.99685,9.5,5
589,5487,2.6,0.059,5.0,13.0,0.9976,10.5,7
861,5759,2.0,0.039,15.0,88.0,0.99357,11.5,6
981,5879,1.9,0.079,13.0,28.0,0.99712,10.0,5
537,5435,2.1,0.084,5.0,13.0,0.9972,10.7,6
100,4998,2.1,0.084,11.0,50.0,0.9972,10.2,6
1328,6226,1.8,0.073,13.0,38.0,0.9955,9.3,5
1271,6169,1.6,0.049,24.0,64.0,0.9935,11.7,6
1573,6471,2.4,0.075,15.0,50.0,0.99467,12.5,6
467,5365,2.6,0.065,7.0,18.0,0.9947,14.0,6
1470,6368,1.4,0.084,8.0,24.0,0.99578,9.7,5
281,5179,3.5,0.358,5.0,10.0,0.9972,9.9,7
1575,6473,2.2,0.06,12.0,20.0,0.99474,11.8,6
876,5774,2.2,0.067,7.0,14.0,0.99517,10.9,4
201,5099,2.1,0.097,39.0,145.0,0.9975,9.3,5
1262,6160,2.5,0.081,34.0,66.0,0.99726,9.8,5
912,5810,2.9,0.065,4.0,8.0,0.99674,12.2,6
359,5257,2.6,0.088,10.0,41.0,1.001,9.8,6
635,5533,1.4,0.065,24.0,33.0,0.9954,9.7,5
1240,6138,1.7,0.076,36.0,60.0,0.99494,9.3,5
1585,6483,2.6,0.066,22.0,48.0,0.99494,11.5,6
966,5864,2.4,0.103,6.0,10.0,0.99604,11.9,7
756,5654,2.0,0.057,15.0,33.0,0.99488,11.2,6
960,5858,1.9,0.058,18.0,38.0,0.99518,11.1,6
1025,5923,2.8,0.095,17.0,43.0,0.99822,10.4,6
1424,6322,1.4,0.076,8.0,23.0,0.9974,9.6,6
1543,6441,2.2,0.064,14.0,19.0,0.99758,10.4,6
1006,5904,2.05,0.063,13.0,27.0,0.99516,11.7,7
729,5627,3.2,0.071,27.0,58.0,0.995,12.7,6
1146,6044,1.8,0.178,6.0,21.0,0.996,9.8,6
158,5056,2.2,0.073,12.0,22.0,0.9969,9.3,5
157,5055,5.5,0.071,28.0,128.0,0.9973,10.5,5
607,5505,3.3,0.092,26.0,52.0,0.9982,10.5,6
451,5349,1.8,0.413,9.0,26.0,0.9979,9.1,6
1362,6260,1.4,0.091,6.0,28.0,0.99704,10.03333333,6
1509,6407,1.8,0.062,7.0,20.0,0.9941,11.1,5
691,5589,2.6,0.087,12.0,93.0,0.9998,9.8,5
1578,6476,1.8,0.118,13.0,20.0,0.9954,11.3,6
1393,6291,2.0,0.078,19.0,59.0,0.99612,10.2,5
1253,6151,1.4,0.096,6.0,13.0,0.99569,9.5,5
1156,6054,1.75,0.071,45.0,88.0,0.99524,11.8,7
1133,6031,5.5,0.089,10.0,18.0,0.99684,11.2,7
1197,6095,1.5,0.069,4.0,9.0,0.99458,9.8,6
1158,6056,2.8,0.076,22.0,54.0,0.99572,10.6,6
200,5098,1.4,0.056,9.0,24.0,0.99695,10.3,7
976,5874,2.1,0.083,35.0,72.0,0.997,9.4,5
1493,6391,1.9,0.089,23.0,147.0,0.99636,9.7,5
1201,6099,1.9,0.065,5.0,10.0,0.99419,11.2,7
732,5630,2.1,0.092,10.0,19.0,0.9966,9.6,5
1590,6488,1.8,0.077,26.0,35.0,0.99314,11.6,6
247,5145,2.3,0.072,11.0,73.0,0.9963,9.3,5
60,4958,2.2,0.079,19.0,52.0,0.998,9.2,5
379,5277,2.5,0.094,24.0,60.0,0.9979,10.8,6
1076,5974,2.0,0.073,3.0,8.0,0.99534,11.4,6
1518,6416,2.2,0.114,7.0,20.0,0.99647,10.5,5
1408,6306,2.2,0.048,35.0,53.0,0.995,12.4,7
1196,6094,2.3,0.076,23.0,94.0,0.99686,9.5,6
433,5331,2.3,0.091,6.0,18.0,1.0004,9.5,5
159,5057,1.9,0.079,18.0,86.0,0.9968,9.3,6
1349,6247,2.8,0.081,21.0,41.0,0.99518,10.8,5
205,5103,2.6,0.095,9.0,28.0,0.9994,10.8,7
115,5013,2.2,0.09,13.0,62.0,0.9966,10.5,6
63,4961,2.0,0.081,13.0,54.0,0.9966,9.8,5
682,5580,2.25,0.078,32.0,58.0,0.998,9.8,5
189,5087,1.9,0.082,17.0,144.0,0.9968,9.5,5
1533,6431,1.9,0.074,32.0,84.0,0.99717,9.0,5
1166,6064,2.0,0.111,7.0,60.0,0.99709,10.2,5
269,5167,4.0,0.104,4.0,23.0,0.9996,10.1,6
958,5856,2.3,0.12,25.0,36.0,0.99519,11.3,7
163,5061,7.3,0.07,36.0,121.0,0.9982,9.4,5
597,5495,1.9,0.071,5.0,18.0,0.998,10.0,6
1080,5978,1.4,0.047,3.0,8.0,0.99471,11.8,6
869,5767,2.0,0.08,27.0,43.0,0.99578,10.9,6
503,5401,1.9,0.078,6.0,24.0,0.9976,10.9,7
736,5634,2.1,0.112,11.0,22.0,0.9963,9.5,5
646,5544,3.6,0.107,6.0,20.0,0.9972,10.1,5
1218,6116,1.9,0.082,8.0,24.0,0.996,10.6,6
385,5283,2.4,0.09,11.0,37.0,0.9979,9.7,6
308,5206,2.4,0.214,5.0,12.0,0.9994,9.5,6
1592,6490,2.3,0.076,29.0,40.0,0.99574,11.0,6
997,5895,2.2,0.087,3.0,11.0,0.99378,12.8,7
915,5813,2.2,0.079,3.0,6.0,0.99512,11.9,6
149,5047,2.8,0.089,11.0,43.0,0.9975,10.5,6
461,5359,2.6,0.087,6.0,19.0,0.9982,9.3,5
561,5459,2.4,0.078,26.0,121.0,0.9978,9.2,5
1050,5948,1.8,0.082,27.0,51.0,0.99634,10.4,5
468,5366,2.1,0.09,6.0,21.0,1.0,9.2,6
1351,6249,2.3,0.065,8.0,46.0,0.99332,11.8,6
920,5818,2.3,0.091,10.0,23.0,0.99786,10.5,5
897,5795,2.3,0.08,27.0,43.0,0.9955,10.7,6
445,5343,2.1,0.079,6.0,31.0,0.9986,10.1,6
885,5783,2.5,0.086,9.0,30.0,0.99824,10.5,5
733,5631,2.7,0.082,16.0,72.0,0.998,9.5,5
203,5101,1.6,0.088,16.0,39.0,0.9961,9.2,5
274,5172,7.0,0.088,27.0,94.0,0.99915,9.4,5
988,5886,1.7,0.097,19.0,27.0,0.99596,9.4,5
388,5286,1.9,0.088,23.0,53.0,0.9981,9.2,6
1065,5963,2.4,0.083,6.0,20.0,0.9963,10.2,6
27,4925,1.6,0.106,10.0,37.0,0.9966,9.5,5
347,5245,3.0,0.093,6.0,15.0,0.9986,12.0,6
830,5728,2.5,0.058,5.0,9.0,0.99632,10.9,4
1468,6366,2.1,0.062,31.0,54.0,0.99728,10.0,7
749,5647,2.1,0.07,12.0,28.0,0.99768,9.5,6
1365,6263,2.2,0.115,10.0,42.0,0.9971,9.5,5
647,5545,2.2,0.07,5.0,14.0,0.9967,11.0,4
814,5712,2.8,0.103,19.0,41.0,0.99939,11.3,6
933,5831,2.0,0.074,13.0,38.0,0.99748,9.8,5
55,4953,3.8,0.084,25.0,45.0,0.9978,9.5,5
1477,6375,2.2,0.048,16.0,89.0,0.99182,13.6,7
406,5304,2.5,0.063,9.0,28.0,0.9981,10.8,6
323,5221,2.8,0.09,35.0,73.0,0.999,9.5,6
195,5093,2.0,0.074,24.0,120.0,0.9968,9.4,5
207,5105,1.8,0.069,26.0,120.0,0.99625,9.3,5
1504,6402,2.3,0.106,5.0,12.0,0.99605,11.4,6
1143,6041,1.8,0.065,16.0,20.0,0.99672,10.0,6
754,5652,1.7,0.415,14.0,32.0,0.99656,9.1,6
952,5850,2.2,0.058,6.0,10.0,0.99536,11.2,7
822,5720,2.0,0.076,15.0,36.0,0.9973,9.8,5
665,5563,2.0,0.084,25.0,48.0,0.9981,9.7,5
727,5625,1.8,0.067,4.0,11.0,0.997,9.5,5
559,5457,4.3,0.085,6.0,47.0,1.0021,12.7,6
821,5719,2.1,0.048,16.0,42.0,0.99154,14.0,7
267,5165,3.6,0.078,15.0,37.0,0.9973,12.8,8
1021,5919,2.4,0.123,3.0,8.0,0.99642,11.9,6
1307,6205,3.9,0.068,15.0,29.0,0.99524,11.1,4
301,5199,1.5,0.068,7.0,15.0,0.9973,10.1,6
435,5333,2.3,0.091,6.0,18.0,1.0004,9.5,5
995,5893,2.0,0.079,19.0,41.0,0.99697,10.1,6
1098,5996,2.1,0.216,5.0,16.0,0.99358,12.5,7
483,5381,2.2,0.152,7.0,18.0,0.9986,9.4,5
613,5511,1.5,0.058,10.0,29.0,0.9962,9.8,5
1568,6466,1.6,0.077,25.0,42.0,0.99629,9.2,5
730,5628,2.3,0.387,12.0,37.0,0.9982,9.6,5
384,5282,2.1,0.087,23.0,54.0,0.998,9.2,5
367,5265,2.6,0.076,11.0,24.0,1.0,9.0,5
702,5600,2.1,0.067,9.0,23.0,0.997,9.4,6
454,5352,1.6,0.063,21.0,67.0,0.9952,11.1,5
963,5861,2.0,0.1,20.0,27.0,0.99546,11.2,6
700,5598,2.9,0.076,26.0,88.0,0.9984,10.1,6
1263,6161,2.2,0.089,13.0,26.0,0.9978,9.6,4
96,4994,3.0,0.102,8.0,23.0,0.9965,10.7,5
